"DATE","state","land_rig_count"
2007-05-04,"D.C.",0
2007-05-11,"D.C.",0
2007-05-18,"D.C.",0
2007-05-25,"D.C.",0
2007-06-01,"D.C.",0
2007-06-08,"D.C.",0
2007-06-15,"D.C.",0
2007-06-22,"D.C.",0
2007-06-29,"D.C.",0
2007-07-06,"D.C.",0
2007-07-13,"D.C.",0
2007-07-20,"D.C.",0
2007-07-27,"D.C.",0
2007-08-03,"D.C.",0
2007-08-10,"D.C.",0
2007-08-17,"D.C.",0
2007-08-24,"D.C.",0
2007-08-31,"D.C.",0
2007-09-07,"D.C.",0
2007-09-14,"D.C.",0
2007-09-21,"D.C.",0
2007-09-28,"D.C.",0
2007-10-05,"D.C.",0
2007-10-12,"D.C.",0
2007-10-19,"D.C.",0
2007-10-26,"D.C.",0
2007-11-02,"D.C.",0
2007-11-09,"D.C.",0
2007-11-16,"D.C.",0
2007-11-21,"D.C.",0
2007-11-30,"D.C.",0
2007-12-07,"D.C.",0
2007-12-14,"D.C.",0
2007-12-21,"D.C.",0
2007-12-28,"D.C.",0
2008-01-04,"D.C.",0
2008-01-11,"D.C.",0
2008-01-18,"D.C.",0
2008-01-25,"D.C.",0
2008-02-01,"D.C.",0
2008-02-08,"D.C.",0
2008-02-15,"D.C.",0
2008-02-22,"D.C.",0
2008-02-29,"D.C.",0
2008-03-07,"D.C.",0
2008-03-14,"D.C.",0
2008-03-21,"D.C.",0
2008-03-28,"D.C.",0
2008-04-04,"D.C.",0
2008-04-11,"D.C.",0
2008-04-18,"D.C.",0
2008-04-25,"D.C.",0
2008-05-02,"D.C.",0
2008-05-09,"D.C.",0
2008-05-16,"D.C.",0
2008-05-23,"D.C.",0
2008-05-30,"D.C.",0
2008-06-06,"D.C.",0
2008-06-13,"D.C.",0
2008-06-20,"D.C.",0
2008-06-27,"D.C.",0
2008-07-04,"D.C.",0
2008-07-11,"D.C.",0
2008-07-18,"D.C.",0
2008-07-25,"D.C.",0
2008-08-01,"D.C.",0
2008-08-08,"D.C.",0
2008-08-15,"D.C.",0
2008-08-22,"D.C.",0
2008-08-29,"D.C.",0
2008-09-05,"D.C.",0
2008-09-12,"D.C.",0
2008-09-19,"D.C.",0
2008-09-26,"D.C.",0
2008-10-03,"D.C.",0
2008-10-10,"D.C.",0
2008-10-17,"D.C.",0
2008-10-24,"D.C.",0
2008-10-31,"D.C.",0
2008-11-07,"D.C.",0
2008-11-14,"D.C.",0
2008-11-21,"D.C.",0
2008-11-26,"D.C.",0
2008-12-05,"D.C.",0
2008-12-12,"D.C.",0
2008-12-19,"D.C.",0
2008-12-26,"D.C.",0
2009-01-02,"D.C.",0
2009-01-09,"D.C.",0
2009-01-16,"D.C.",0
2009-01-23,"D.C.",0
2009-01-30,"D.C.",0
2009-02-06,"D.C.",0
2009-02-13,"D.C.",0
2009-02-20,"D.C.",0
2009-02-27,"D.C.",0
2009-03-06,"D.C.",0
2009-03-13,"D.C.",0
2009-03-20,"D.C.",0
2009-03-27,"D.C.",0
2009-04-03,"D.C.",0
2009-04-09,"D.C.",0
2009-04-17,"D.C.",0
2009-04-24,"D.C.",0
2009-05-01,"D.C.",0
2009-05-08,"D.C.",0
2009-05-15,"D.C.",0
2009-05-22,"D.C.",0
2009-05-29,"D.C.",0
2009-06-05,"D.C.",0
2009-06-12,"D.C.",0
2009-06-19,"D.C.",0
2009-06-26,"D.C.",0
2009-07-02,"D.C.",0
2009-07-10,"D.C.",0
2009-07-11,"D.C.",0
2009-07-24,"D.C.",0
2009-07-31,"D.C.",0
2009-08-07,"D.C.",0
2009-08-14,"D.C.",0
2009-08-21,"D.C.",0
2009-08-28,"D.C.",0
2009-09-04,"D.C.",0
2009-09-11,"D.C.",0
2009-09-18,"D.C.",0
2009-09-25,"D.C.",0
2009-10-02,"D.C.",0
2009-10-09,"D.C.",0
2009-10-16,"D.C.",0
2009-10-23,"D.C.",0
2009-10-30,"D.C.",0
2009-11-06,"D.C.",0
2009-11-13,"D.C.",0
2009-11-20,"D.C.",0
2009-11-25,"D.C.",0
2009-12-04,"D.C.",0
2009-12-11,"D.C.",0
2009-12-18,"D.C.",0
2009-12-23,"D.C.",0
2009-12-31,"D.C.",0
2010-01-08,"D.C.",0
2010-01-15,"D.C.",0
2010-01-22,"D.C.",0
2010-01-29,"D.C.",0
2010-02-05,"D.C.",0
2010-02-12,"D.C.",0
2010-02-19,"D.C.",0
2010-02-26,"D.C.",0
2010-03-05,"D.C.",0
2010-03-12,"D.C.",0
2010-03-19,"D.C.",0
2010-03-26,"D.C.",0
2010-04-01,"D.C.",0
2010-04-09,"D.C.",0
2010-04-16,"D.C.",0
2010-04-23,"D.C.",0
2010-04-30,"D.C.",0
2010-05-07,"D.C.",0
2010-05-14,"D.C.",0
2010-05-21,"D.C.",0
2010-05-28,"D.C.",0
2010-06-04,"D.C.",0
2010-06-11,"D.C.",0
2010-06-18,"D.C.",0
2010-06-25,"D.C.",0
2010-07-02,"D.C.",0
2010-07-09,"D.C.",0
2010-07-16,"D.C.",0
2010-07-23,"D.C.",0
2010-07-30,"D.C.",0
2010-08-06,"D.C.",0
2010-08-13,"D.C.",0
2010-08-20,"D.C.",0
2010-08-27,"D.C.",0
2010-09-03,"D.C.",0
2010-09-10,"D.C.",0
2010-09-17,"D.C.",0
2010-09-24,"D.C.",0
2010-10-01,"D.C.",0
2010-10-08,"D.C.",0
2010-10-15,"D.C.",0
2010-10-22,"D.C.",0
2010-10-29,"D.C.",0
2010-11-05,"D.C.",0
2010-11-12,"D.C.",0
2010-11-19,"D.C.",0
2010-11-24,"D.C.",0
2010-12-03,"D.C.",0
2010-12-10,"D.C.",0
2010-12-17,"D.C.",0
2010-12-22,"D.C.",0
2010-12-30,"D.C.",0
2011-01-07,"D.C.",0
2011-01-14,"D.C.",0
2011-01-21,"D.C.",0
2011-01-28,"D.C.",0
2011-02-04,"D.C.",0
2011-02-11,"D.C.",0
2011-02-18,"D.C.",0
2011-02-25,"D.C.",0
2011-03-04,"D.C.",0
2011-03-11,"D.C.",0
2011-03-18,"D.C.",0
2011-03-25,"D.C.",0
2011-04-01,"D.C.",0
2011-04-08,"D.C.",0
2011-04-15,"D.C.",0
2011-04-21,"D.C.",0
2011-04-29,"D.C.",0
2011-05-06,"D.C.",0
2011-05-13,"D.C.",0
2011-05-20,"D.C.",0
2011-05-27,"D.C.",0
2011-06-03,"D.C.",0
2011-06-10,"D.C.",0
2011-06-17,"D.C.",0
2011-06-24,"D.C.",0
2011-07-01,"D.C.",0
2011-07-08,"D.C.",0
2011-07-15,"D.C.",0
2011-07-22,"D.C.",0
2011-07-29,"D.C.",0
2011-08-05,"D.C.",0
2011-08-12,"D.C.",0
2011-08-19,"D.C.",0
2011-08-26,"D.C.",0
2011-09-02,"D.C.",0
2011-09-09,"D.C.",0
2011-09-16,"D.C.",0
2011-09-23,"D.C.",0
2011-09-30,"D.C.",0
2011-10-07,"D.C.",0
2011-10-14,"D.C.",0
2011-10-21,"D.C.",0
2011-10-28,"D.C.",0
2011-11-04,"D.C.",0
2011-11-11,"D.C.",0
2011-11-18,"D.C.",0
2011-11-25,"D.C.",0
2011-12-02,"D.C.",0
2011-12-09,"D.C.",0
2011-12-16,"D.C.",0
2011-12-22,"D.C.",0
2011-12-29,"D.C.",0
2012-01-06,"D.C.",0
2012-01-13,"D.C.",0
2012-01-20,"D.C.",0
2012-01-27,"D.C.",0
2012-02-03,"D.C.",0
2012-02-10,"D.C.",0
2012-02-17,"D.C.",0
2012-02-24,"D.C.",0
2012-03-02,"D.C.",0
2012-03-09,"D.C.",0
2012-03-16,"D.C.",0
2012-03-23,"D.C.",0
2012-03-30,"D.C.",0
2012-04-05,"D.C.",0
2012-04-13,"D.C.",0
2012-04-20,"D.C.",0
2012-04-27,"D.C.",0
2012-05-04,"D.C.",0
2012-05-11,"D.C.",0
2012-05-18,"D.C.",0
2012-05-25,"D.C.",0
2012-06-01,"D.C.",0
2012-06-08,"D.C.",0
2012-06-15,"D.C.",0
2012-06-22,"D.C.",0
2012-06-29,"D.C.",0
2012-07-06,"D.C.",0
2012-07-13,"D.C.",0
2012-07-20,"D.C.",0
2012-07-27,"D.C.",0
2012-08-03,"D.C.",0
2012-08-10,"D.C.",0
2012-08-17,"D.C.",0
2012-08-24,"D.C.",0
2012-08-31,"D.C.",0
2012-09-07,"D.C.",0
2012-09-14,"D.C.",0
2012-09-21,"D.C.",0
2012-09-28,"D.C.",0
2012-10-05,"D.C.",0
2012-10-12,"D.C.",0
2012-10-19,"D.C.",0
2012-10-26,"D.C.",0
2012-11-02,"D.C.",0
2012-11-09,"D.C.",0
2012-11-16,"D.C.",0
2012-11-21,"D.C.",0
2012-11-30,"D.C.",0
2012-12-07,"D.C.",0
2012-12-14,"D.C.",0
2012-12-21,"D.C.",0
2012-12-28,"D.C.",0
2013-01-04,"D.C.",0
2013-01-11,"D.C.",0
2013-01-18,"D.C.",0
2013-01-25,"D.C.",0
2013-02-01,"D.C.",0
2013-02-08,"D.C.",0
2013-02-15,"D.C.",0
2013-02-22,"D.C.",0
2013-03-01,"D.C.",0
2013-03-08,"D.C.",0
2013-03-15,"D.C.",0
2013-03-22,"D.C.",0
2013-03-28,"D.C.",0
2013-04-05,"D.C.",0
2013-04-12,"D.C.",0
2013-04-19,"D.C.",0
2013-04-26,"D.C.",0
2013-05-03,"D.C.",0
2013-05-10,"D.C.",0
2013-05-17,"D.C.",0
2013-05-24,"D.C.",0
2013-05-31,"D.C.",0
2013-06-07,"D.C.",0
2013-06-14,"D.C.",0
2013-06-21,"D.C.",0
2013-06-28,"D.C.",0
2013-07-03,"D.C.",0
2013-07-12,"D.C.",0
2013-07-19,"D.C.",0
2013-07-26,"D.C.",0
2013-08-02,"D.C.",0
2013-08-09,"D.C.",0
2013-08-16,"D.C.",0
2013-08-23,"D.C.",0
2013-08-30,"D.C.",0
2013-09-06,"D.C.",0
2013-09-13,"D.C.",0
2013-09-20,"D.C.",0
2013-09-27,"D.C.",0
2013-10-04,"D.C.",0
2013-10-11,"D.C.",0
2013-10-18,"D.C.",0
2013-10-25,"D.C.",0
2013-11-01,"D.C.",0
2013-11-08,"D.C.",0
2013-11-15,"D.C.",0
2013-11-22,"D.C.",0
2013-11-27,"D.C.",0
2013-12-06,"D.C.",0
2013-12-13,"D.C.",0
2013-12-20,"D.C.",0
2013-12-27,"D.C.",0
2014-01-03,"D.C.",0
2014-01-10,"D.C.",0
2014-01-17,"D.C.",0
2014-01-24,"D.C.",0
2014-01-31,"D.C.",0
2014-02-07,"D.C.",0
2014-02-14,"D.C.",0
2014-02-21,"D.C.",0
2014-02-28,"D.C.",0
2014-03-07,"D.C.",0
2014-03-14,"D.C.",0
2014-03-21,"D.C.",0
2014-03-28,"D.C.",0
2014-04-04,"D.C.",0
2014-04-11,"D.C.",0
2014-04-17,"D.C.",0
2014-04-25,"D.C.",0
2014-05-02,"D.C.",0
2014-05-09,"D.C.",0
2014-05-16,"D.C.",0
2014-05-23,"D.C.",0
2014-05-30,"D.C.",0
2014-06-06,"D.C.",0
2014-06-13,"D.C.",0
2014-06-20,"D.C.",0
2014-06-27,"D.C.",0
2014-07-03,"D.C.",0
2014-07-11,"D.C.",0
2014-07-18,"D.C.",0
2014-07-25,"D.C.",0
2014-08-01,"D.C.",0
2014-08-08,"D.C.",0
2014-08-15,"D.C.",0
2014-08-22,"D.C.",0
2014-08-29,"D.C.",0
2014-09-05,"D.C.",0
2014-09-12,"D.C.",0
2014-09-19,"D.C.",0
2014-09-26,"D.C.",0
2014-10-03,"D.C.",0
2014-10-10,"D.C.",0
2014-10-17,"D.C.",0
2014-10-24,"D.C.",0
2014-10-31,"D.C.",0
2014-11-07,"D.C.",0
2014-11-14,"D.C.",0
2014-11-21,"D.C.",0
2014-11-26,"D.C.",0
2014-12-05,"D.C.",0
2014-12-12,"D.C.",0
2014-12-19,"D.C.",0
2014-12-26,"D.C.",0
2015-01-02,"D.C.",0
2015-01-09,"D.C.",0
2015-01-16,"D.C.",0
2015-01-23,"D.C.",0
2015-01-30,"D.C.",0
2015-02-06,"D.C.",0
2015-02-13,"D.C.",0
2015-02-20,"D.C.",0
2015-02-27,"D.C.",0
2015-03-06,"D.C.",0
2015-03-13,"D.C.",0
2015-03-20,"D.C.",0
2015-03-27,"D.C.",0
2015-04-02,"D.C.",0
2015-04-10,"D.C.",0
2015-04-17,"D.C.",0
2015-04-24,"D.C.",0
2015-05-01,"D.C.",0
2015-05-08,"D.C.",0
2015-05-15,"D.C.",0
2015-05-22,"D.C.",0
2015-05-29,"D.C.",0
2015-06-05,"D.C.",0
2015-06-12,"D.C.",0
2015-06-19,"D.C.",0
2015-06-26,"D.C.",0
2015-07-02,"D.C.",0
2015-07-10,"D.C.",0
2015-07-17,"D.C.",0
2015-07-24,"D.C.",0
2015-07-31,"D.C.",0
2015-08-07,"D.C.",0
2015-08-14,"D.C.",0
2015-08-21,"D.C.",0
2015-08-28,"D.C.",0
2015-09-04,"D.C.",0
2015-09-11,"D.C.",0
2015-09-18,"D.C.",0
2015-09-25,"D.C.",0
2015-10-02,"D.C.",0
2015-10-09,"D.C.",0
2015-10-16,"D.C.",0
2015-10-23,"D.C.",0
2015-10-30,"D.C.",0
2015-11-06,"D.C.",0
2015-11-13,"D.C.",0
2015-11-20,"D.C.",0
2015-11-25,"D.C.",0
2015-12-04,"D.C.",0
2015-12-11,"D.C.",0
2015-12-18,"D.C.",0
2015-12-23,"D.C.",0
2015-12-31,"D.C.",0
2016-01-08,"D.C.",0
2016-01-15,"D.C.",0
2016-01-22,"D.C.",0
2016-01-29,"D.C.",0
2016-02-05,"D.C.",0
2016-02-12,"D.C.",0
2016-02-19,"D.C.",0
2016-02-26,"D.C.",0
2016-03-04,"D.C.",0
2016-03-11,"D.C.",0
2016-03-18,"D.C.",0
2016-03-24,"D.C.",0
2016-04-01,"D.C.",0
2016-04-08,"D.C.",0
2016-04-15,"D.C.",0
2016-04-22,"D.C.",0
2016-04-29,"D.C.",0
2016-05-06,"D.C.",0
2016-05-13,"D.C.",0
2016-05-20,"D.C.",0
2016-05-27,"D.C.",0
2016-06-03,"D.C.",0
2016-06-10,"D.C.",0
2016-06-17,"D.C.",0
2016-06-24,"D.C.",0
2016-07-01,"D.C.",0
2016-07-08,"D.C.",0
2016-07-15,"D.C.",0
2016-07-22,"D.C.",0
2016-07-29,"D.C.",0
2016-08-05,"D.C.",0
2016-08-12,"D.C.",0
2016-08-19,"D.C.",0
2016-08-26,"D.C.",0
2016-09-02,"D.C.",0
2016-09-09,"D.C.",0
2016-09-16,"D.C.",0
2016-09-23,"D.C.",0
2016-09-30,"D.C.",0
2016-10-07,"D.C.",0
2016-10-14,"D.C.",0
2016-10-21,"D.C.",0
2016-10-28,"D.C.",0
2016-11-04,"D.C.",0
2016-11-11,"D.C.",0
2016-11-18,"D.C.",0
2016-11-23,"D.C.",0
2016-12-02,"D.C.",0
2016-12-09,"D.C.",0
2016-12-16,"D.C.",0
2016-12-23,"D.C.",0
2016-12-30,"D.C.",0
2017-01-06,"D.C.",0
2017-01-13,"D.C.",0
2017-01-20,"D.C.",0
2017-01-27,"D.C.",0
2017-02-03,"D.C.",0
2017-02-10,"D.C.",0
2017-02-17,"D.C.",0
2017-02-24,"D.C.",0
2017-03-03,"D.C.",0
2017-03-10,"D.C.",0
2017-03-17,"D.C.",0
2017-03-24,"D.C.",0
2017-03-31,"D.C.",0
2017-04-07,"D.C.",0
2017-04-13,"D.C.",0
2017-04-21,"D.C.",0
2017-04-28,"D.C.",0
2017-05-05,"D.C.",0
2017-05-12,"D.C.",0
2017-05-19,"D.C.",0
2017-05-26,"D.C.",0
2017-06-02,"D.C.",0
2017-06-09,"D.C.",0
2017-06-16,"D.C.",0
2017-06-23,"D.C.",0
2017-06-30,"D.C.",0
2017-07-07,"D.C.",0
2017-07-14,"D.C.",0
2017-07-21,"D.C.",0
2017-07-28,"D.C.",0
2017-08-04,"D.C.",0
2017-08-11,"D.C.",0
2017-08-18,"D.C.",0
2017-08-25,"D.C.",0
2017-09-01,"D.C.",0
2017-09-08,"D.C.",0
2017-09-15,"D.C.",0
2017-09-22,"D.C.",0
2017-09-29,"D.C.",0
2017-10-06,"D.C.",0
2017-10-13,"D.C.",0
2017-10-20,"D.C.",0
2017-10-27,"D.C.",0
2017-11-03,"D.C.",0
2017-11-10,"D.C.",0
2017-11-17,"D.C.",0
2017-11-22,"D.C.",0
2017-12-01,"D.C.",0
2017-12-08,"D.C.",0
2017-12-15,"D.C.",0
2017-12-22,"D.C.",0
2017-12-29,"D.C.",0
2018-01-05,"D.C.",0
2018-01-12,"D.C.",0
2018-01-19,"D.C.",0
2018-01-26,"D.C.",0
2018-02-02,"D.C.",0
2018-02-09,"D.C.",0
2018-02-16,"D.C.",0
2018-02-23,"D.C.",0
2018-03-02,"D.C.",0
2018-03-09,"D.C.",0
2018-03-16,"D.C.",0
2018-03-23,"D.C.",0
2018-03-29,"D.C.",0
2018-04-06,"D.C.",0
2018-04-13,"D.C.",0
2018-04-20,"D.C.",0
2018-04-27,"D.C.",0
2018-05-04,"D.C.",0
2018-05-11,"D.C.",0
2018-05-18,"D.C.",0
2018-05-25,"D.C.",0
2018-06-01,"D.C.",0
2018-06-08,"D.C.",0
2018-06-15,"D.C.",0
2018-06-22,"D.C.",0
2018-06-29,"D.C.",0
2018-07-06,"D.C.",0
2018-07-13,"D.C.",0
2018-07-20,"D.C.",0
2018-07-27,"D.C.",0
2018-08-03,"D.C.",0
2018-08-10,"D.C.",0
2018-08-17,"D.C.",0
2018-08-24,"D.C.",0
2018-08-31,"D.C.",0
2018-09-07,"D.C.",0
2018-09-14,"D.C.",0
2018-09-21,"D.C.",0
2018-09-28,"D.C.",0
2018-10-05,"D.C.",0
2018-10-12,"D.C.",0
2018-10-19,"D.C.",0
2018-10-26,"D.C.",0
2018-11-02,"D.C.",0
2018-11-09,"D.C.",0
2018-11-16,"D.C.",0
2018-11-21,"D.C.",0
2018-11-30,"D.C.",0
2018-12-07,"D.C.",0
2018-12-14,"D.C.",0
2018-12-21,"D.C.",0
2018-12-28,"D.C.",0
2019-01-04,"D.C.",0
2019-01-11,"D.C.",0
2019-01-18,"D.C.",0
2019-01-25,"D.C.",0
2019-02-01,"D.C.",0
2019-02-08,"D.C.",0
2019-02-15,"D.C.",0
2019-02-22,"D.C.",0
2019-03-01,"D.C.",0
2019-03-08,"D.C.",0
2019-03-15,"D.C.",0
2019-03-22,"D.C.",0
2019-03-29,"D.C.",0
2019-04-05,"D.C.",0
2019-04-12,"D.C.",0
2019-04-18,"D.C.",0
2019-04-26,"D.C.",0
2019-05-03,"D.C.",0
2019-05-10,"D.C.",0
2019-05-17,"D.C.",0
2019-05-24,"D.C.",0
2019-05-31,"D.C.",0
2019-06-07,"D.C.",0
2019-06-14,"D.C.",0
2019-06-21,"D.C.",0
2019-06-28,"D.C.",0
2019-07-03,"D.C.",0
2019-07-12,"D.C.",0
2019-07-19,"D.C.",0
2019-07-26,"D.C.",0
2019-08-02,"D.C.",0
2019-08-09,"D.C.",0
2019-08-16,"D.C.",0
2019-08-23,"D.C.",0
2019-08-30,"D.C.",0
2019-09-06,"D.C.",0
2019-09-13,"D.C.",0
2019-09-20,"D.C.",0
2019-09-27,"D.C.",0
2019-10-04,"D.C.",0
2019-10-11,"D.C.",0
2019-10-18,"D.C.",0
2019-10-25,"D.C.",0
2019-11-01,"D.C.",0
2019-11-08,"D.C.",0
2019-11-15,"D.C.",0
2019-11-22,"D.C.",0
2019-11-27,"D.C.",0
2019-12-06,"D.C.",0
2019-12-13,"D.C.",0
2019-12-20,"D.C.",0
2019-12-27,"D.C.",0
2020-01-03,"D.C.",0
2020-01-10,"D.C.",0
2020-01-17,"D.C.",0
2020-01-24,"D.C.",0
2020-01-31,"D.C.",0
2020-02-07,"D.C.",0
2020-02-14,"D.C.",0
2020-02-21,"D.C.",0
2020-02-28,"D.C.",0
2020-03-06,"D.C.",0
2020-03-13,"D.C.",0
2020-03-20,"D.C.",0
2020-03-27,"D.C.",0
2020-04-03,"D.C.",0
2020-04-09,"D.C.",0
2000-01-07,"Florida",0
2000-01-14,"Florida",0
2000-01-21,"Florida",0
2000-01-28,"Florida",0
2000-02-04,"Florida",0
2000-02-11,"Florida",0
2000-02-18,"Florida",0
2000-02-25,"Florida",0
2000-03-03,"Florida",0
2000-03-10,"Florida",0
2000-03-17,"Florida",0
2000-03-24,"Florida",0
2000-03-31,"Florida",0
2000-04-07,"Florida",0
2000-04-14,"Florida",0
2000-04-20,"Florida",0
2000-04-28,"Florida",0
2000-05-05,"Florida",0
2000-05-12,"Florida",0
2000-05-19,"Florida",0
2000-05-26,"Florida",0
2000-06-02,"Florida",0
2000-06-09,"Florida",0
2000-06-16,"Florida",0
2000-06-23,"Florida",0
2000-06-30,"Florida",0
2000-07-07,"Florida",0
2000-07-14,"Florida",0
2000-07-21,"Florida",0
2000-07-28,"Florida",0
2000-08-04,"Florida",0
2000-08-11,"Florida",0
2000-08-18,"Florida",0
2000-08-25,"Florida",0
2000-09-01,"Florida",0
2000-09-08,"Florida",0
2000-09-15,"Florida",0
2000-09-22,"Florida",0
2000-09-29,"Florida",0
2000-10-06,"Florida",0
2000-10-13,"Florida",0
2000-10-20,"Florida",0
2000-10-27,"Florida",1
2000-11-03,"Florida",1
2000-11-10,"Florida",1
2000-11-17,"Florida",1
2000-11-22,"Florida",1
2000-12-01,"Florida",1
2000-12-08,"Florida",1
2000-12-15,"Florida",1
2000-12-21,"Florida",0
2000-12-29,"Florida",0
2001-01-05,"Florida",0
2001-01-12,"Florida",0
2001-01-19,"Florida",0
2001-01-26,"Florida",0
2001-02-02,"Florida",0
2001-02-09,"Florida",0
2001-02-16,"Florida",0
2001-02-23,"Florida",0
2001-03-02,"Florida",0
2001-03-09,"Florida",0
2001-03-16,"Florida",0
2001-03-23,"Florida",0
2001-03-30,"Florida",0
2001-04-06,"Florida",0
2001-04-12,"Florida",0
2001-04-20,"Florida",0
2001-04-27,"Florida",0
2001-05-04,"Florida",0
2001-05-11,"Florida",0
2001-05-18,"Florida",0
2001-05-25,"Florida",0
2001-06-01,"Florida",0
2001-06-08,"Florida",0
2001-06-15,"Florida",0
2001-06-22,"Florida",0
2001-06-29,"Florida",0
2001-07-06,"Florida",0
2001-07-13,"Florida",0
2001-07-20,"Florida",0
2001-07-27,"Florida",0
2001-08-03,"Florida",0
2001-08-10,"Florida",0
2001-08-17,"Florida",1
2001-08-24,"Florida",1
2001-08-31,"Florida",1
2001-09-07,"Florida",1
2001-09-14,"Florida",1
2001-09-21,"Florida",1
2001-09-28,"Florida",1
2001-10-05,"Florida",1
2001-10-12,"Florida",1
2001-10-19,"Florida",1
2001-10-26,"Florida",1
2001-11-02,"Florida",1
2001-11-09,"Florida",1
2001-11-16,"Florida",1
2001-11-21,"Florida",1
2001-11-30,"Florida",1
2001-12-07,"Florida",1
2001-12-14,"Florida",1
2001-12-21,"Florida",1
2001-12-28,"Florida",1
2002-01-04,"Florida",1
2002-01-11,"Florida",0
2002-01-18,"Florida",0
2002-01-25,"Florida",0
2002-02-01,"Florida",0
2002-02-08,"Florida",0
2002-02-15,"Florida",0
2002-02-22,"Florida",0
2002-03-01,"Florida",0
2002-03-08,"Florida",0
2002-03-15,"Florida",0
2002-03-22,"Florida",0
2002-03-28,"Florida",0
2002-04-05,"Florida",0
2002-04-12,"Florida",0
2002-04-19,"Florida",0
2002-04-26,"Florida",0
2002-05-03,"Florida",0
2002-05-10,"Florida",0
2002-05-17,"Florida",0
2002-05-24,"Florida",0
2002-05-31,"Florida",0
2002-06-07,"Florida",0
2002-06-14,"Florida",0
2002-06-21,"Florida",0
2002-06-28,"Florida",0
2002-07-03,"Florida",0
2002-07-12,"Florida",0
2002-07-19,"Florida",0
2002-07-26,"Florida",0
2002-08-02,"Florida",0
2002-08-09,"Florida",0
2002-08-16,"Florida",0
2002-08-23,"Florida",0
2002-08-30,"Florida",0
2002-09-06,"Florida",0
2002-09-13,"Florida",0
2002-09-20,"Florida",0
2002-09-27,"Florida",0
2002-10-04,"Florida",0
2002-10-11,"Florida",1
2002-10-18,"Florida",1
2002-10-25,"Florida",1
2002-11-01,"Florida",1
2002-11-08,"Florida",1
2002-11-15,"Florida",1
2002-11-22,"Florida",1
2002-11-27,"Florida",0
2002-12-06,"Florida",0
2002-12-13,"Florida",0
2002-12-20,"Florida",0
2002-12-27,"Florida",0
2003-01-03,"Florida",0
2003-01-10,"Florida",0
2003-01-17,"Florida",0
2003-01-24,"Florida",0
2003-01-31,"Florida",0
2003-02-07,"Florida",0
2003-02-14,"Florida",0
2003-02-21,"Florida",0
2003-02-28,"Florida",0
2003-03-07,"Florida",0
2003-03-14,"Florida",0
2003-03-21,"Florida",0
2003-03-28,"Florida",0
2003-04-04,"Florida",0
2003-04-11,"Florida",0
2003-04-17,"Florida",0
2003-04-25,"Florida",0
2003-05-02,"Florida",0
2003-05-09,"Florida",0
2003-05-16,"Florida",0
2003-05-23,"Florida",0
2003-05-30,"Florida",0
2003-06-06,"Florida",1
2003-06-13,"Florida",1
2003-06-20,"Florida",1
2003-06-27,"Florida",1
2003-07-03,"Florida",1
2003-07-11,"Florida",1
2003-07-18,"Florida",1
2003-07-25,"Florida",0
2003-08-01,"Florida",0
2003-08-08,"Florida",0
2003-08-15,"Florida",0
2003-08-22,"Florida",0
2003-08-29,"Florida",0
2003-09-05,"Florida",0
2003-09-12,"Florida",0
2003-09-19,"Florida",0
2003-09-26,"Florida",0
2003-10-03,"Florida",0
2003-10-10,"Florida",0
2003-10-17,"Florida",0
2003-10-24,"Florida",0
2003-10-31,"Florida",0
2003-11-07,"Florida",0
2003-11-14,"Florida",0
2003-11-21,"Florida",0
2003-11-26,"Florida",0
2003-12-05,"Florida",0
2003-12-12,"Florida",0
2003-12-19,"Florida",0
2003-12-23,"Florida",0
2003-12-31,"Florida",0
2004-01-09,"Florida",0
2004-01-16,"Florida",0
2004-01-23,"Florida",0
2004-01-30,"Florida",0
2004-02-06,"Florida",0
2004-02-13,"Florida",0
2004-02-20,"Florida",0
2004-02-27,"Florida",0
2004-03-05,"Florida",0
2004-03-12,"Florida",0
2004-03-19,"Florida",0
2004-03-26,"Florida",0
2004-04-02,"Florida",0
2004-04-08,"Florida",0
2004-04-16,"Florida",0
2004-04-23,"Florida",0
2004-04-30,"Florida",0
2004-05-07,"Florida",0
2004-05-14,"Florida",0
2004-05-21,"Florida",0
2004-05-28,"Florida",0
2004-06-04,"Florida",0
2004-06-11,"Florida",0
2004-06-18,"Florida",0
2004-06-25,"Florida",0
2004-07-02,"Florida",0
2004-07-09,"Florida",0
2004-07-16,"Florida",0
2004-07-23,"Florida",0
2004-07-30,"Florida",0
2004-08-06,"Florida",0
2004-08-13,"Florida",0
2004-08-20,"Florida",0
2004-08-27,"Florida",0
2004-09-03,"Florida",0
2004-09-10,"Florida",0
2004-09-17,"Florida",0
2004-09-24,"Florida",0
2004-10-01,"Florida",0
2004-10-08,"Florida",0
2004-10-15,"Florida",0
2004-10-22,"Florida",0
2004-10-29,"Florida",0
2004-11-05,"Florida",0
2004-11-12,"Florida",0
2004-11-19,"Florida",1
2004-11-24,"Florida",1
2004-12-03,"Florida",1
2004-12-10,"Florida",1
2004-12-17,"Florida",1
2004-12-23,"Florida",1
2004-12-31,"Florida",1
2005-01-07,"Florida",1
2005-01-14,"Florida",1
2005-01-21,"Florida",1
2005-01-28,"Florida",1
2005-02-04,"Florida",1
2005-02-11,"Florida",1
2005-02-18,"Florida",1
2005-02-25,"Florida",1
2005-03-04,"Florida",1
2005-03-11,"Florida",0
2005-03-18,"Florida",0
2005-03-24,"Florida",0
2005-04-01,"Florida",0
